State,County,Percent_Fair_or_Poor_Health,Average_Number_of_Physically_Unhealthy_Days,Average_Number_of_Mentally_Unhealthy_Days,Percent_Smokers,Percent_Adults_with_Obesity,Food_Environment_Index,Percent_Physically_Inactive,Percent_With_Access_to_Exercise_Opportunities,Percent_Excessive_Drinking,Percent_Uninsured,Primary_Care_Physicians_Rate,Dentist_Rate,Mental_Health_Provider_Rate,Preventable_Hospitalization_Rate,Percent_Vaccinated,High_School_Graduation_Rate,Percent_Some_College,Percent_Unemployed,Percent_Single_Parent_Households,Social_Association_Rate,Violent_Crime_Rate,Polution_Average_Daily_PM2.5,Presence_of_Water_Violation,Percent_Severe_Housing_Problems,Percent_Drive_Alone_to_Work,Percent_Long_Commute,Percent_Adults_with_Diabetes,Percent_Limited_Access_to_Healthy_Foods,Median_Household_Income,Rate_100000,Rate_Level,Area_Name,POP_ESTIMATE
NV,White Pine,19,4.2,4.2,18,33,7.5,24,59,21,11,63,32,338,2783,33,70,40,3.7,28,0.0,221,4.5,0,7,78,12,8,14,58942,340.0444444,2,White Pine,9580
NV,Carson City,20,4.4,4.5,19,28,7.9,22,100,20,13,77,94,253,3912,44,71,58,4.7,42,8.0,291,7.2,0,18,80,24,11,5,56382,350.7,2,Carson City,55916
NH,Belknap,12,3.6,3.8,14,29,8.7,23,87,19,8,64,67,546,3227,49,88,66,2.5,32,11.7,239,6.8,1,16,81,37,9,4,64777,318.0833333,2,Belknap,61303
NH,Carroll,13,3.6,4.0,15,27,9.0,22,81,16,9,92,72,228,3417,51,94,65,2.5,34,12.5,181,6.8,1,15,81,35,10,1,59413,271.53333330000004,1,Carroll,48910
NH,Cheshire,13,3.6,4.1,17,30,8.6,19,75,21,7,68,67,327,3060,44,89,67,2.5,30,9.2,187,8.3,1,17,78,28,9,3,60251,221.9733333,1,Cheshire,76085
NH,Coos,15,3.8,4.0,17,34,8.2,26,74,17,8,114,63,190,3819,31,92,55,3.2,39,11.1,159,6.2,1,15,77,23,13,5,44259,329.71666669999996,2,Coos,31563
NH,Grafton,12,3.5,4.0,13,24,8.5,19,90,20,8,197,82,447,3332,40,95,71,2.1,29,13.1,167,7.0,1,15,75,30,7,5,65163,285.78333330000004,1,Grafton,89886
NH,Hillsborough,12,3.4,3.7,14,28,8.5,23,92,20,7,88,81,306,4510,53,88,70,2.6,28,9.3,273,7.5,1,15,81,40,10,6,78714,206.27333330000002,1,Hillsborough,417025
NH,Merrimack,11,3.2,3.7,14,28,8.6,20,93,19,7,111,75,410,4171,53,88,70,2.2,27,13.8,158,7.7,1,15,81,38,9,5,74351,267.81,1,Merrimack,151391
NH,Rockingham,9,2.9,3.6,12,27,8.9,19,88,20,6,76,74,232,3961,53,93,76,2.8,23,9.6,117,7.9,1,13,84,46,9,6,93645,205.7533333,1,Rockingham,309769
NH,Strafford,14,3.8,4.3,17,30,8.4,24,89,22,7,64,73,251,5029,50,86,73,2.3,28,7.7,236,7.4,1,18,79,38,10,5,69919,275.4,1,Strafford,130633
NH,Sullivan,13,3.4,4.5,16,33,8.6,27,78,20,7,74,39,174,3965,41,84,57,2.1,38,7.2,175,7.7,1,14,81,35,10,4,60034,257.8375,1,Sullivan,43146
NJ,Atlantic,21,4.4,4.4,16,30,7.6,30,91,17,10,84,57,158,5291,48,90,59,5.9,41,8.2,373,9.4,1,25,77,27,12,8,60826,353.0933333,3,Atlantic,263670
NJ,Bergen,14,3.1,3.4,11,22,9.3,25,99,18,9,118,129,242,3231,50,95,77,3.4,19,9.8,84,9.9,1,21,69,41,8,1,100181,241.58,1,Bergen,932202
NJ,Burlington,14,3.4,4.2,12,29,8.5,24,82,19,6,84,75,684,5030,53,93,73,3.8,27,8.7,163,11.4,1,16,83,42,12,6,84470,276.9533333,1,Burlington,445349
NJ,Camden,19,3.9,4.2,16,31,8.1,29,90,18,8,103,80,298,6062,52,88,66,4.6,41,8.2,465,11.6,0,20,77,40,12,5,67135,310.08666669999997,2,Camden,506471
NJ,Cape May,18,3.9,4.2,16,29,7.7,27,95,18,8,59,59,102,4259,51,88,63,8.4,27,13.4,236,9.0,0,20,80,24,10,9,62175,372.5857143,3,Cape May,92039
NJ,Cumberland,23,4.3,4.6,18,36,7.4,31,79,17,12,43,65,94,7535,47,81,40,6.5,50,9.5,516,9.9,1,23,81,31,12,10,51790,335.06,2,Cumberland,149527
NJ,Essex,19,3.9,3.8,14,29,7.6,28,100,16,12,84,92,211,5519,43,87,62,5.2,44,8.1,606,9.9,1,29,61,45,11,1,62875,285.88,1,Essex,798975
NJ,Gloucester,16,3.5,4.0,16,31,8.2,28,83,21,6,54,45,116,5981,49,93,70,4.2,25,8.6,116,10.9,1,16,85,49,10,9,81315,279.65,1,Gloucester,291636
NJ,Hudson,20,4.0,3.9,15,24,8.7,29,100,19,13,51,63,64,5928,37,85,71,3.9,41,5.0,342,9.9,0,29,37,52,8,0,73337,304.02666669999996,2,Hudson,672391
NJ,Hunterdon,11,2.8,3.5,13,20,9.5,19,89,22,5,121,84,241,3644,52,96,80,3.3,14,10.2,42,10.2,1,14,80,54,7,2,112335,225.62,1,Hunterdon,124371
NJ,Mercer,15,3.3,3.8,14,26,8.4,24,99,19,10,101,82,322,4746,51,90,65,3.7,32,11.3,375,8.8,1,19,71,32,9,4,79979,270.5133333,1,Mercer,367430
NJ,Middlesex,14,3.2,3.6,11,26,8.8,26,97,16,8,92,88,183,4227,50,90,74,3.6,25,6.6,149,9.7,1,21,73,46,11,4,87666,260.3466667,1,Middlesex,825062
NJ,Monmouth,14,3.6,4.0,13,25,8.8,24,95,21,7,116,106,262,4289,50,94,76,3.7,22,9.1,150,9.9,1,20,76,43,9,5,99223,276.0933333,1,Monmouth,618795
NJ,Morris,13,2.8,3.5,12,21,9.3,21,95,19,6,103,114,271,2916,54,95,82,3.3,15,10.9,63,10.0,1,16,80,44,8,4,112396,248.89333330000002,1,Morris,491845
NJ,Ocean,15,3.8,4.2,14,28,8.2,29,90,19,8,44,63,157,4246,50,91,67,4.3,19,7.3,99,7.8,1,20,83,43,11,9,68483,326.02666669999996,2,Ocean,607186
NJ,Passaic,24,4.0,4.2,14,27,8.7,28,97,18,13,57,73,122,4219,45,90,55,5.1,38,7.3,382,9.7,1,31,71,39,9,2,71959,283.0666667,1,Passaic,501826
NJ,Salem,19,4.4,4.7,18,37,8.0,30,70,18,8,33,34,107,7580,49,87,58,5.4,39,12.6,266,10.9,1,18,84,37,14,3,64524,343.1266667,2,Salem,62385
NJ,Somerset,12,2.8,3.5,11,22,9.3,20,97,16,6,116,98,269,3398,53,94,80,3.4,17,9.6,64,9.9,0,16,78,46,7,3,119731,231.21333330000002,1,Somerset,328934
NJ,Sussex,13,3.3,3.7,14,28,9.0,26,94,22,6,49,72,159,3533,51,95,71,4.0,19,8.6,54,9.1,1,16,84,58,9,6,92284,271.5933333,1,Sussex,140488
NJ,Union,19,3.5,3.9,13,25,8.9,24,100,18,11,66,86,187,4149,47,88,64,4.3,34,8.5,357,10.4,0,26,68,43,8,1,80737,269.5466667,1,Union,556341
NJ,Warren,15,3.5,4.1,14,30,8.6,28,97,19,7,59,73,202,4509,52,93,70,3.8,25,9.6,71,10.0,0,16,81,56,10,6,77571,251.3466667,1,Warren,105267
NM,Bernalillo,18,4.1,4.6,15,23,7.3,17,91,16,10,103,85,458,2420,42,68,68,4.5,40,7.9,945,6.9,1,19,80,25,7,7,51372,275.6833333,1,Bernalillo,679121
NM,Catron,16,4.1,4.3,14,26,3.2,20,74,14,10,84,0,56,2616,25,85,61,6.4,49,8.4,158,4.3,0,8,56,25,11,45,34777,307.42,2,Catron,3527
NM,Chaves,23,4.7,4.6,17,34,6.8,26,71,16,12,68,51,125,4418,42,67,52,4.9,40,9.2,622,7.4,0,16,83,19,12,13,43527,383.3333333,3,Chaves,64615
NM,Cibola,28,5.7,5.4,23,31,5.0,29,66,17,13,52,64,333,3336,42,68,49,6.3,57,4.8,543,5.2,1,20,76,26,14,22,38097,271.1222222,1,Cibola,26675
NM,Colfax,24,4.6,4.7,17,28,5.1,28,76,14,9,41,33,925,2815,45,81,57,4.9,50,15.6,274,4.6,1,18,75,16,13,29,41592,276.3333333,1,Colfax,11941
NM,Curry,22,4.4,4.5,19,30,6.0,30,78,18,10,48,83,583,3177,40,78,62,4.1,39,11.8,407,7.1,1,17,84,9,7,15,47202,371.17,3,Curry,48954
NM,De Baca,21,4.5,4.6,16,37,7.1,30,85,13,13,55,112,842,3143,13,88,40,4.6,30,27.3,218,5.9,1,4,74,14,26,7,35087,347.0444444,2,De Baca,1748
NM,Eddy,19,4.2,4.0,16,35,7.1,28,70,19,9,33,29,121,3387,40,75,51,3.3,38,9.5,567,7.5,1,13,87,17,9,13,58320,384.65833330000004,3,Eddy,58460
NM,Grant,20,4.3,4.1,14,27,6.5,19,78,15,8,83,51,523,2470,39,86,59,4.9,41,8.7,0,6.0,1,14,82,17,9,15,38341,334.3888889,2,Grant,26998
NM,Guadalupe,24,4.4,4.0,15,35,7.5,27,55,16,8,45,69,1589,5961,33,87,50,5.5,42,6.8,512,5.5,1,6,84,17,12,16,29515,317.27777779999997,2,Guadalupe,4300
NM,Harding,20,4.2,4.2,14,25,4.0,30,7,14,9,0,0,0,3658,35,0,77,5.3,30,0.0,0,5.0,1,12,64,46,8,41,37544,319.6777778,2,Harding,625
NM,Hidalgo,25,4.7,4.5,17,25,6.5,29,47,15,10,0,165,212,3533,25,86,45,3.8,25,7.0,505,6.1,1,14,79,25,9,16,39882,315.2888889,2,Hidalgo,4198
NM,Lea,22,4.4,4.2,17,33,7.8,30,84,18,12,35,27,113,4937,25,86,41,4.1,32,10.6,439,7.6,1,14,85,18,11,4,51656,445.7545455,4,Lea,71070
NM,Lincoln,18,4.1,4.3,16,23,6.3,25,85,14,13,67,36,522,3392,37,82,56,4.6,31,16.0,380,5.6,1,19,77,21,12,18,45095,294.9454545,2,Lincoln,19572
NM,Los Alamos,10,3.1,3.5,11,23,7.9,13,99,20,3,149,94,204,1659,48,87,88,3.4,14,17.1,178,5.0,0,7,77,9,6,5,124947,250.875,1,Los Alamos,19369
NM,Luna,27,5.4,4.8,19,33,5.3,27,70,14,13,37,38,154,3968,31,68,35,11.9,42,6.2,701,6.9,0,18,81,15,11,17,30570,383.28,3,Luna,23709
NM,McKinley,26,5.8,5.3,22,39,2.2,26,43,15,17,79,68,169,5322,50,66,48,7.1,54,5.5,710,6.0,1,30,73,32,17,41,33976,267.575,1,McKinley,71367
NM,Mora,34,5.7,5.0,19,27,7.1,22,28,12,10,0,44,111,1771,38,73,71,6.1,36,0.0,120,4.3,0,20,66,56,14,16,34491,238.1333333,1,Mora,4521
NM,Otero,22,4.3,4.3,19,31,6.0,23,55,19,11,43,51,267,2826,35,75,59,4.9,35,8.4,355,6.7,1,15,80,16,10,15,42701,291.22,2,Otero,67490
NM,Quay,23,4.6,4.5,17,30,6.9,27,70,13,9,36,36,1430,1903,36,70,50,4.8,53,15.7,480,5.9,0,7,76,15,8,7,33085,345.3777778,2,Quay,8253
NM,Rio Arriba,26,5.0,4.6,18,28,6.2,23,76,14,12,41,72,492,3574,36,73,54,5.2,55,6.1,602,5.4,1,14,0,0,9,23,41511,257.7,1,Rio Arriba,38921
NM,Roosevelt,22,4.7,4.7,18,29,6.0,30,80,18,13,37,37,272,6353,24,81,53,4.3,35,11.7,478,6.9,0,20,79,23,8,14,41700,402.47272730000003,3,Roosevelt,18500
NM,Sandoval,16,3.9,4.3,16,25,6.9,13,85,19,10,61,45,335,2807,42,77,62,5.0,30,4.7,246,7.0,1,16,79,46,7,13,57036,252.89444440000003,1,Sandoval,146748
NM,San Juan,22,5.2,4.9,22,33,5.5,24,56,16,14,56,94,223,3442,49,67,56,5.8,41,6.9,744,6.5,1,17,83,31,13,18,46578,259.09166669999996,1,San Juan,123958
NM,San Miguel,29,5.2,4.7,18,29,5.5,23,66,13,9,58,40,993,3900,36,73,57,5.9,52,5.8,480,5.4,1,20,75,29,14,28,35292,319.5,2,San Miguel,27277
NM,Santa Fe,17,4.0,3.9,14,14,7.4,12,79,16,13,112,87,709,1965,42,68,56,4.1,41,9.3,326,6.1,1,18,79,27,6,11,60187,244.13888889999998,1,Santa Fe,150358
NM,Sierra,20,4.5,4.5,16,27,5.3,27,87,14,10,36,82,201,3203,21,85,44,7.1,59,11.7,532,5.5,0,15,78,14,14,21,31741,365.5545455,3,Sierra,10791
NM,Socorro,24,4.9,4.7,19,34,5.7,25,53,15,12,42,48,167,2517,40,69,46,5.3,44,4.2,515,5.2,0,14,66,19,17,22,33989,308.8833333,2,Socorro,16637
NM,Taos,22,4.7,4.6,16,19,6.1,14,83,17,13,88,58,810,2405,41,73,59,6.5,45,10.7,417,4.8,1,19,66,26,6,21,38405,219.05,1,Taos,32723
NM,Torrance,23,4.7,4.6,20,25,5.5,26,9,15,10,6,19,148,1745,34,79,45,7.6,35,5.8,396,5.8,1,22,79,44,7,19,39123,309.7133333,2,Torrance,15461
NM,Union,18,4.0,4.0,15,32,7.0,27,76,18,11,24,0,898,3248,23,79,45,3.3,42,14.3,130,4.9,1,9,78,27,13,11,40426,353.9555556,3,Union,4059
NM,Valencia,23,4.6,4.3,17,32,6.1,22,48,14,11,32,25,218,2327,39,74,50,5.5,37,5.5,917,6.3,1,18,82,45,13,24,46365,280.9055556,1,Valencia,76688
NY,Albany,14,3.3,4.3,15,27,8.0,22,92,20,4,100,92,356,4274,52,84,77,3.7,38,14.7,348,9.1,1,16,76,21,9,5,64536,289.64,2,Albany,305506
NY,Allegany,14,3.7,4.3,17,36,8.1,29,62,20,6,43,32,222,5268,47,88,61,5.6,34,15.8,195,8.5,1,14,76,29,11,3,46262,333.12857139999994,2,Allegany,46091
NY,Bronx,27,4.7,4.1,16,29,7.7,31,100,16,9,57,51,206,5421,38,68,51,5.7,60,2.6,586,10.3,0,39,23,53,13,0,38566,356.85,3,Bronx,1418207
NY,Broome,16,3.9,4.1,16,28,8.0,23,89,22,5,82,73,213,4163,51,83,67,4.9,36,11.7,315,8.9,0,16,81,15,11,3,50928,345.8272727,2,Broome,190488
NY,Cattaraugus,16,3.9,4.5,17,38,8.1,27,63,19,6,47,44,125,5371,46,85,56,5.3,36,15.1,197,9.3,1,15,83,27,13,3,48017,405.39375,3,Cattaraugus,76117
NY,Cayuga,14,3.5,4.0,16,34,8.6,25,80,21,5,27,48,189,5932,55,83,59,4.5,39,10.2,241,8.3,0,12,84,33,12,2,52945,321.6076923,2,Cayuga,76576
NY,Chautauqua,18,4.1,4.5,17,33,7.8,28,80,19,5,53,57,166,3728,51,83,58,5.0,37,17.1,271,9.6,1,16,81,19,12,7,45689,383.29375,3,Chautauqua,126903
NY,Chemung,15,3.6,4.1,17,36,7.8,28,83,21,4,76,58,288,5214,52,76,60,4.7,38,11.2,193,8.3,0,14,83,19,12,6,52565,427.81111110000006,4,Chemung,83456
NY,Chenango,15,3.7,4.4,16,39,8.5,24,74,20,5,38,36,196,4060,49,85,57,4.7,37,11.1,183,8.2,0,14,77,34,13,2,50312,518.975,4,Chenango,47207
NY,Clinton,15,3.6,4.2,17,35,7.6,27,74,21,5,69,61,263,5515,49,87,54,4.4,35,7.8,157,6.7,0,14,80,21,12,10,55517,329.2142857,2,Clinton,80485
NY,Columbia,14,3.4,4.1,15,24,8.5,20,74,20,6,50,42,170,4671,50,83,62,3.3,36,10.4,146,8.5,0,15,76,36,8,5,64916,286.6533333,1,Columbia,59461
NY,Cortland,13,3.5,4.1,15,35,8.1,25,87,22,4,42,33,349,4504,53,88,62,5.1,33,10.7,90,7.9,1,14,78,29,12,3,51751,304.5857143,2,Cortland,47581
NY,Dutchess,15,3.5,4.0,15,27,8.6,21,86,21,5,68,73,283,4084,50,86,68,3.7,26,7.3,204,9.3,1,21,76,44,9,6,79604,287.2733333,2,Dutchess,294218
NY,Erie,16,3.8,4.2,17,30,7.8,26,96,22,4,80,83,309,3944,46,84,73,4.4,37,10.1,428,10.7,1,15,82,24,11,6,56375,320.8722222,2,Erie,918702
NY,Essex,11,3.3,3.9,14,29,8.7,22,100,20,5,42,32,155,3563,52,91,58,4.9,36,14.5,167,6.6,1,13,79,27,11,2,54376,305.54285710000005,2,Essex,36885
NY,Franklin,16,3.7,4.2,19,34,7.5,29,65,20,7,59,46,274,3532,46,86,50,5.2,43,9.6,183,7.4,0,13,78,23,13,9,48722,353.35,3,Franklin,50022
NY,Fulton,16,4.0,4.4,18,34,8.2,28,81,18,6,39,26,188,5417,50,78,55,5.1,44,8.4,204,8.0,0,14,83,33,13,3,51388,397.1,3,Fulton,53383
NY,Genesee,14,3.5,4.2,16,37,8.6,30,64,21,5,31,38,162,3895,47,91,65,4.2,32,12.3,220,9.1,0,12,84,33,14,1,58925,284.3277778,1,Genesee,57280
NY,Greene,14,3.5,4.1,15,28,8.2,25,78,20,6,36,38,84,4523,45,87,50,4.5,29,9.5,225,8.2,1,18,81,42,10,6,54514,302.56428569999997,2,Greene,47188
NY,Hamilton,14,3.5,4.1,14,30,7.7,20,100,18,7,22,0,68,2669,53,96,56,6.8,31,20.1,74,6.6,0,16,82,38,11,12,59020,330.3333333,2,Hamilton,4416
NY,Herkimer,16,4.0,4.3,18,32,7.9,29,74,19,5,32,36,49,4994,49,85,60,4.9,33,10.9,211,7.8,1,11,80,31,12,7,53168,422.3083333000001,4,Herkimer,61319
NY,Jefferson,16,4.0,4.1,16,34,7.7,27,60,22,5,51,89,207,4791,51,86,65,5.6,32,10.9,213,7.8,1,14,77,18,12,6,52798,363.2875,3,Jefferson,109834
NY,Kings,18,3.6,3.8,14,23,7.5,26,100,18,8,64,64,220,4793,36,74,67,4.2,36,5.0,586,10.1,0,34,19,60,10,0,60862,316.68235289999996,2,Kings,2559903
NY,Lewis,14,3.6,4.2,16,39,8.0,29,58,20,6,64,19,212,5410,54,92,55,5.5,28,16.6,132,7.0,1,12,79,32,12,6,52660,354.12,3,Lewis,26296
NY,Livingston,15,3.7,4.3,15,36,8.2,23,74,21,4,42,52,117,5611,49,89,60,4.3,32,13.0,123,8.5,1,14,81,41,12,5,61027,250.0142857,1,Livingston,62914
NY,Madison,13,3.3,3.9,15,30,8.7,24,74,21,5,56,37,198,4447,48,86,65,4.8,30,9.0,151,8.0,1,12,81,38,10,1,59114,306.51428569999996,2,Madison,70941
NY,Monroe,14,3.5,4.1,15,29,7.9,23,95,20,5,103,82,275,4800,51,83,73,4.3,41,9.0,326,8.9,0,16,81,18,9,6,60240,262.66,1,Monroe,741770
NY,Montgomery,17,4.0,4.5,17,35,7.8,31,61,19,6,53,63,85,6304,47,76,59,5.1,41,8.5,142,8.2,1,17,79,39,11,8,43799,325.9307692,2,Montgomery,49221
NY,Nassau,12,2.9,3.5,11,24,9.7,23,99,18,5,140,121,302,3588,52,91,76,3.5,19,8.0,144,10.0,0,21,69,46,9,0,115301,312.79375,2,Nassau,1356924
NY,Niagara,14,3.6,4.2,17,34,8.1,29,84,23,5,44,51,111,5233,47,85,67,5.2,38,10.6,395,11.0,0,13,87,31,13,4,55013,391.5375,3,Niagara,209281
NY,Oneida,16,3.8,4.4,17,33,8.0,26,88,20,6,72,56,164,4718,50,84,61,4.4,40,11.2,283,8.1,0,15,82,21,14,4,54096,320.24285710000004,2,Oneida,228671
NY,Onondaga,14,3.4,4.6,16,30,8.1,22,95,21,5,94,77,253,4465,54,84,72,4.0,40,10.7,318,8.2,1,15,80,17,11,4,59786,290.475,2,Onondaga,460528
NY,Ontario,13,3.4,3.9,14,33,8.5,23,81,20,4,80,57,216,4490,53,90,74,3.9,30,9.6,153,8.5,1,13,83,35,11,5,62930,274.7142857,1,Ontario,109777
NY,Orange,15,3.3,3.8,15,30,8.7,26,88,19,6,71,68,236,4559,50,87,62,3.9,23,7.4,245,9.0,1,23,74,44,10,5,75048,291.125,2,Orange,384940
NY,Orleans,16,3.9,4.4,17,38,8.0,33,76,19,6,7,22,54,5081,47,89,53,4.9,37,12.0,172,9.0,0,15,80,36,16,6,52658,354.52666669999996,3,Orleans,40352
NY,Oswego,15,3.7,4.4,19,34,8.0,27,66,21,5,41,44,136,4525,48,84,59,5.5,41,9.5,212,8.2,1,16,82,37,12,4,53745,333.85,2,Oswego,117124
NY,Otsego,15,3.5,4.1,16,30,7.8,23,67,21,5,115,55,192,4081,51,86,64,4.3,30,12.1,148,7.8,0,16,74,31,10,9,54321,303.3916667,2,Otsego,59493
NY,Putnam,12,3.1,3.6,13,23,9.3,21,88,22,5,49,57,340,4041,51,93,69,3.7,16,7.5,48,9.3,0,18,76,59,6,6,100887,270.47333330000004,1,Putnam,98320
NY,Queens,19,3.6,3.5,12,23,8.7,28,98,16,10,62,74,162,4174,42,78,65,3.6,32,4.6,598,8.1,0,32,32,61,11,0,68432,288.22222220000003,2,Queens,2253858
NY,Rensselaer,15,3.4,4.2,15,30,8.2,21,66,20,5,49,45,166,4071,51,86,71,3.9,36,8.3,305,9.1,1,14,81,31,9,4,71084,300.99285710000004,2,Rensselaer,158714
NY,Richmond,15,3.7,3.9,15,28,9.1,27,100,19,5,97,66,229,4058,43,80,69,4.1,26,4.1,598,9.8,0,24,57,51,11,0,79719,407.8266667,3,Richmond,476143
NY,Rockland,17,3.6,3.8,12,23,8.7,25,97,17,6,89,99,262,3387,52,85,64,3.7,16,10.6,121,9.7,0,27,71,41,8,3,88960,246.025,1,Rockland,325789
NY,St. Lawrence,18,4.1,4.3,17,33,7.6,29,58,22,6,54,40,196,5599,52,85,59,5.6,36,10.0,146,7.9,0,15,77,26,11,7,49356,368.15714289999994,3,St. Lawrence,107740
NY,Saratoga,11,2.9,3.9,15,26,8.9,20,92,21,4,67,63,165,4272,53,91,78,3.5,24,7.7,103,9.4,1,11,83,37,9,4,83210,252.14,1,Saratoga,229863
NY,Schenectady,15,3.4,3.8,14,30,8.2,23,96,20,5,82,80,223,3964,53,78,67,4.0,35,7.9,429,9.0,1,15,82,33,10,6,63297,322.5666667,2,Schenectady,155299
NY,Schoharie,15,3.6,4.3,15,36,8.1,26,49,20,5,25,29,132,3831,51,83,60,4.8,41,6.7,90,7.5,0,15,79,45,12,7,57757,315.3642857,2,Schoharie,30999
NY,Schuyler,15,3.8,4.3,16,32,8.3,25,67,20,5,61,22,167,5738,49,90,54,5.1,37,8.3,71,8.0,1,15,77,41,11,3,50190,382.8666667,3,Schuyler,17807
NY,Seneca,15,3.6,4.1,16,38,8.2,31,68,20,6,23,26,181,5007,52,83,51,3.9,26,11.3,201,8.3,0,13,80,28,13,6,54184,322.53333330000004,2,Seneca,34016
NY,Steuben,16,3.8,4.2,15,34,8.3,27,57,20,6,60,38,183,4316,51,86,61,4.9,34,11.5,178,7.9,1,12,80,28,13,3,54862,386.8,3,Steuben,95379
NY,Suffolk,13,3.1,3.9,13,25,9.3,24,93,19,5,73,83,266,4339,51,90,67,3.9,24,6.7,124,9.0,0,23,80,42,8,4,100075,302.74375,2,Suffolk,1476601
NY,Sullivan,17,3.8,4.1,16,33,8.3,28,67,18,7,36,41,189,3990,48,78,53,4.1,36,10.2,261,8.4,0,19,82,38,12,5,51985,323.1642857,2,Sullivan,75432
NY,Tioga,14,3.4,4.1,16,35,8.6,27,65,21,5,29,19,136,4298,49,87,61,4.4,30,11.9,115,8.7,0,11,84,32,13,3,60309,370.7666667,3,Tioga,48203
NY,Tompkins,14,3.6,4.3,14,23,7.7,16,86,21,5,84,56,371,3065,54,83,81,3.6,33,10.2,123,8.2,1,20,61,20,5,5,57383,317.07,2,Tompkins,102180
NY,Ulster,16,3.8,4.1,16,28,8.1,21,82,18,7,72,63,343,4957,48,86,64,3.9,34,9.7,174,8.9,1,20,77,40,8,8,63073,298.08666669999997,2,Ulster,177573
NY,Warren,13,3.4,4.1,14,31,8.5,20,98,20,5,121,93,381,3878,52,88,66,4.6,35,12.6,138,8.5,0,16,82,30,9,4,56694,305.5666667,2,Warren,63944
NY,Wayne,15,3.6,4.0,16,36,8.6,29,62,21,5,29,49,104,5625,51,87,64,4.2,33,10.8,178,8.6,1,12,84,39,12,3,61118,276.93571430000003,1,Wayne,89918
NY,Westchester,15,3.2,3.9,11,21,9.1,21,100,18,7,137,110,387,3870,51,90,72,3.9,25,8.4,221,10.4,1,24,58,41,8,1,94521,243.00625,1,Westchester,967506
NY,Yates,15,3.7,4.3,15,30,8.8,29,49,20,8,44,48,121,3852,52,79,51,3.8,21,12.8,76,7.9,1,16,68,30,14,1,51089,308.27142860000004,2,Yates,24913
NC,Alamance,18,4.1,4.1,17,32,7.1,26,80,16,14,46,49,136,4721,52,81,61,3.7,39,9.9,382,10.5,0,16,86,33,13,10,50480,232.5571429,1,Alamance,169509
NC,Alexander,16,3.9,4.1,17,35,8.2,31,20,17,13,24,24,43,5729,42,85,44,3.2,30,16.9,193,10.1,0,14,86,35,18,3,49138,294.08,2,Alexander,37497
NC,Alleghany,19,4.4,4.4,17,26,8.0,26,27,14,18,109,18,224,5181,53,92,43,4.5,40,12.7,140,8.7,1,13,81,29,11,2,39735,369.575,3,Alleghany,11137
NC,Anson,23,4.6,4.4,20,39,6.5,31,6,14,13,48,20,105,5927,45,84,46,4.5,41,10.0,428,10.2,1,16,87,44,19,4,38023,459.5222222,4,Anson,24446
NC,Ashe,16,4.1,4.1,17,26,8.1,31,59,15,16,45,37,166,3937,52,87,60,3.6,34,10.4,81,8.5,0,12,77,40,17,2,41864,349.1125,2,Ashe,27203
NC,Avery,17,4.1,4.1,17,27,8.4,29,100,17,20,29,29,423,3948,47,94,55,3.6,36,18.2,174,8.5,0,13,77,31,18,0,41701,348.68571430000003,2,Avery,17557
NC,Beaufort,19,4.3,4.3,18,39,7.3,30,53,14,14,51,38,134,3973,53,83,58,4.6,41,12.5,298,9.2,0,15,87,33,11,4,46411,360.5444444,3,Beaufort,46994
NC,Bertie,23,4.5,4.3,20,43,6.3,31,33,13,13,16,11,47,5517,41,84,48,4.9,56,25.5,169,9.1,0,19,82,30,20,3,35433,346.9,2,Bertie,18947
NC,Bladen,21,4.6,4.4,19,44,6.8,30,36,14,17,21,39,69,6824,30,90,50,5.3,49,12.2,224,10.0,0,21,86,36,19,3,36976,394.58125,3,Bladen,32722
NC,Brunswick,16,3.9,4.0,15,29,7.7,25,79,15,14,48,36,89,4024,58,84,62,5.2,35,8.1,141,9.3,0,16,80,31,13,6,60163,291.3181818,2,Brunswick,142820
NC,Buncombe,14,3.9,4.1,17,22,7.7,17,75,21,14,144,74,613,2954,53,88,72,3.0,28,13.2,263,9.0,1,15,78,19,8,8,53960,268.1769231,1,Buncombe,261191
NC,Burke,17,4.1,4.1,17,36,6.9,27,66,16,15,54,42,280,3877,53,89,51,3.6,37,14.4,179,10.1,0,14,86,25,9,14,44946,337.06,2,Burke,90485
NC,Cabarrus,15,3.5,3.7,16,36,7.8,25,80,19,10,87,43,265,5518,51,89,72,3.6,30,10.4,117,11.0,1,13,83,43,12,7,69297,262.1333333,1,Cabarrus,216453
NC,Caldwell,17,4.1,4.2,17,39,6.7,26,64,16,14,48,29,61,5002,53,89,53,3.8,31,12.2,169,9.9,0,13,84,32,19,17,43328,362.86,3,Caldwell,82178
NC,Camden,14,3.6,3.8,16,32,8.5,25,37,19,12,19,0,37,6170,50,83,65,3.7,39,11.3,63,8.4,0,15,91,44,11,1,65955,445.6111111000001,4,Camden,10867
NC,Carteret,16,3.9,4.2,16,32,7.8,24,89,16,13,75,73,160,3775,49,85,71,4.3,33,12.9,0,8.7,0,15,80,32,11,7,55052,334.53333330000004,2,Carteret,69473
NC,Caswell,19,4.2,4.2,18,29,7.1,19,34,15,13,18,22,26,5715,48,84,52,4.4,33,14.6,255,10.2,1,15,84,49,6,3,45517,320.2111111,2,Caswell,22604
